Arachis_gene_ID,Lotus_gene_ID,Percent_identity,Alignment_length,Mismatches,Gap_opens,Q_start,Q_end,S_start,S_end,E_value,Bit_score
SDMP01000015.1,XM_057592231.1,87.589,282,35,0,102139437,102139718,1515,1796,1.4599999999999999e-83,327.0
SDMP01000015.1,XM_057592231.1,87.222,180,21,2,102140151,102140329,1932,2110,2.57e-46,204.0
SDMP01000015.1,XM_057592231.1,90.769,130,12,0,102139946,102140075,1796,1925,2.01e-37,174.0
SDMP01000015.1,XM_057592230.1,86.93,811,97,2,102137516,102138326,458,1259,0.0,902.0
SDMP01000015.1,XM_057592230.1,87.589,282,35,0,102139437,102139718,1492,1773,1.4599999999999999e-83,327.0
SDMP01000015.1,XM_057592230.1,87.222,180,21,2,102140151,102140329,1909,2087,2.57e-46,204.0
SDMP01000015.1,XM_057592230.1,90.769,130,12,0,102139946,102140075,1773,1902,2.01e-37,174.0
SDMP01000015.1,XM_057594168.1,79.17,1349,243,22,142784563,142785890,1449,118,0.0,900.0
SDMP01000015.1,XM_057594168.1,72.901,262,61,8,142788247,142788503,1442,1186,1.25e-09,82.4
SDMP01000015.1,XM_057591934.1,79.076,1386,232,32,44476292,44477627,2800,1423,0.0,900.0
SDMP01000015.1,XM_057591934.1,87.719,171,21,0,44475599,44475769,3100,2930,3.3199999999999996e-45,200.0
SDMP01000015.1,XM_057591934.1,85.075,134,20,0,44476062,44476195,2932,2799,2.64e-26,137.0
SDMP01000015.1,XM_057585569.1,86.924,803,103,2,140591884,140592685,1077,276,0.0,900.0
SDMP01000015.1,XM_057585568.1,86.924,803,103,2,140591884,140592685,1096,295,0.0,900.0
SDMP01000015.1,XM_057559359.1,77.503,1578,303,36,2358574,2360134,2425,883,0.0,900.0
SDMP01000015.1,XM_057559359.1,81.919,719,114,12,2343494,2344198,8742,8026,1.3000000000000002e-163,593.0
SDMP01000015.1,XM_057559359.1,81.553,721,112,18,2093272,2093975,8026,8742,4.72e-158,575.0
SDMP01000015.1,XM_057559359.1,81.276,721,114,18,2115639,2116342,8026,8742,1.0200000000000001e-154,564.0
SDMP01000015.1,XM_057559359.1,80.447,716,108,23,2279747,2280433,8738,8026,8.069999999999999e-141,518.0
SDMP01000015.1,XM_057559359.1,78.418,607,119,11,2354414,2355014,4520,3920,8.54e-101,385.0
SDMP01000015.1,XM_057559359.1,87.671,146,18,0,2345486,2345631,7635,7490,2.6e-36,171.0
SDMP01000015.1,XM_057559359.1,77.288,295,58,6,2360326,2360615,877,587,1.21e-34,165.0
SDMP01000015.1,XM_057559359.1,85.816,141,19,1,2155110,2155249,7495,7635,1.2200000000000001e-29,148.0
SDMP01000015.1,XM_057559359.1,89.815,108,11,0,2344787,2344894,7957,7850,7.34e-27,139.0
SDMP01000015.1,XM_057559359.1,88.889,72,8,0,2354253,2354324,4587,4516,7.5e-12,89.8
SDMP01000015.1,XM_057559357.1,77.503,1578,303,36,2358574,2360134,3093,1551,0.0,900.0
SDMP01000015.1,XM_057559357.1,81.919,719,114,12,2343494,2344198,9410,8694,1.3000000000000002e-163,593.0
SDMP01000015.1,XM_057559357.1,81.553,721,112,18,2093272,2093975,8694,9410,4.72e-158,575.0
SDMP01000015.1,XM_057559357.1,81.276,721,114,18,2115639,2116342,8694,9410,1.0200000000000001e-154,564.0
SDMP01000015.1,XM_057559357.1,80.447,716,108,23,2279747,2280433,9406,8694,8.069999999999999e-141,518.0
SDMP01000015.1,XM_057559357.1,78.418,607,119,11,2354414,2355014,5188,4588,8.54e-101,385.0
SDMP01000015.1,XM_057559357.1,87.671,146,18,0,2345486,2345631,8303,8158,2.6e-36,171.0
SDMP01000015.1,XM_057559357.1,77.288,295,58,6,2360326,2360615,1545,1255,1.21e-34,165.0
SDMP01000015.1,XM_057559357.1,85.816,141,19,1,2155110,2155249,8163,8303,1.2200000000000001e-29,148.0
SDMP01000015.1,XM_057559357.1,89.815,108,11,0,2344787,2344894,8625,8518,7.34e-27,139.0
SDMP01000015.1,XM_057559357.1,88.889,72,8,0,2354253,2354324,5255,5184,7.5e-12,89.8
SDMP01000015.1,XM_057559352.1,77.503,1578,303,36,2358574,2360134,4495,2953,0.0,900.0
SDMP01000015.1,XM_057559352.1,81.919,719,114,12,2343494,2344198,10797,10081,1.3000000000000002e-163,593.0
SDMP01000015.1,XM_057559352.1,81.553,721,112,18,2093272,2093975,10081,10797,4.72e-158,575.0
SDMP01000015.1,XM_057559352.1,81.276,721,114,18,2115639,2116342,10081,10797,1.0200000000000001e-154,564.0
SDMP01000015.1,XM_057559352.1,80.447,716,108,23,2279747,2280433,10793,10081,8.069999999999999e-141,518.0
SDMP01000015.1,XM_057559352.1,78.305,590,116,11,2354414,2354998,6575,5993,2.3900000000000002e-96,370.0
SDMP01000015.1,XM_057559352.1,89.333,150,16,0,2365975,2366124,1355,1206,7.19e-42,189.0
SDMP01000015.1,XM_057559352.1,87.671,146,18,0,2345486,2345631,9690,9545,2.6e-36,171.0
SDMP01000015.1,XM_057559352.1,77.288,295,58,6,2360326,2360615,2947,2657,1.21e-34,165.0
SDMP01000015.1,XM_057559352.1,85.816,141,19,1,2155110,2155249,9550,9690,1.2200000000000001e-29,148.0
SDMP01000015.1,XM_057559352.1,89.815,108,11,0,2344787,2344894,10012,9905,7.34e-27,139.0
SDMP01000015.1,XM_057559352.1,92.473,93,7,0,2371355,2371447,394,302,3.42e-25,134.0
SDMP01000015.1,XM_057559352.1,93.827,81,5,0,2370644,2370724,474,394,7.39e-22,122.0
SDMP01000015.1,XM_057559352.1,96.0,75,3,0,134923616,134923690,474,400,7.39e-22,122.0
SDMP01000015.1,XM_057559352.1,88.889,72,8,0,2354253,2354324,6642,6571,7.5e-12,89.8
SDMP01000015.1,XM_057590205.1,82.037,1080,172,14,2055776,2056853,350,1409,0.0,900.0
SDMP01000015.1,XM_057590205.1,87.097,186,24,0,2058665,2058850,1523,1708,1.53e-48,211.0
SDMP01000015.1,XM_057590205.1,87.736,106,13,0,2057645,2057750,1419,1524,2.0600000000000001e-22,124.0
SDMP01000015.1,XM_057568863.1,86.248,829,112,2,755837,756664,1477,2304,0.0,898.0
SDMP01000015.1,XM_057568863.1,81.281,203,29,6,752100,752299,448,644,7.290000000000001e-32,156.0
SDMP01000015.1,XM_057560852.1,83.991,937,142,5,151711127,151712059,2071,1139,0.0,893.0
SDMP01000015.1,XM_057560851.1,83.991,937,142,5,151711127,151712059,2228,1296,0.0,893.0
SDMP01000015.1,XM_057590457.1,85.0,880,128,4,4030916,4031791,1786,907,0.0,891.0
SDMP01000015.1,XM_057590457.1,85.155,485,72,0,4030039,4030523,2263,1779,1.05e-134,497.0
SDMP01000015.1,XM_057588848.1,81.014,1164,175,28,130557239,130558391,2869,1741,0.0,883.0
SDMP01000015.1,XM_057590800.1,83.608,970,126,14,23328921,23329871,1153,198,0.0,880.0
SDMP01000015.1,XM_057590800.1,86.802,197,25,1,23323710,23323905,1069,873,9.17e-51,219.0
SDMP01000015.1,XM_057590800.1,91.096,146,12,1,23323562,23323706,1153,1008,4.29e-44,196.0
SDMP01000015.1,XM_057591219.1,84.797,888,120,4,11703072,11703944,1021,134,0.0,878.0
SDMP01000015.1,XM_057591219.1,82.585,936,148,10,11700845,11701771,2607,1678,0.0,811.0
SDMP01000015.1,XM_057591219.1,82.826,460,77,2,11702251,11702709,1477,1019,1.41e-108,411.0
SDMP01000015.1,XM_057560275.1,80.25,1200,205,19,154342056,154343247,2347,1172,0.0,874.0
SDMP01000015.1,XM_057560275.1,86.26,131,18,0,154341223,154341353,2849,2719,5.67e-28,143.0
SDMP01000015.1,XM_057560274.1,80.25,1200,205,19,154342056,154343247,2169,994,0.0,874.0
SDMP01000015.1,XM_057560274.1,86.26,131,18,0,154341223,154341353,2671,2541,5.67e-28,143.0
SDMP01000015.1,XM_057560274.1,90.588,85,7,1,154344202,154344285,927,843,1.6e-18,111.0
SDMP01000015.1,XM_057560277.1,80.25,1200,205,19,154342056,154343247,2321,1146,0.0,874.0
SDMP01000015.1,XM_057560277.1,86.26,131,18,0,154341223,154341353,2823,2693,5.67e-28,143.0
SDMP01000015.1,XM_057590432.1,86.692,789,101,4,3901392,3902178,3059,2273,0.0,872.0
SDMP01000015.1,XM_057590432.1,88.86,386,37,2,3898111,3898490,4390,4005,2.29e-126,470.0
SDMP01000015.1,XM_057590432.1,90.659,182,17,0,3899355,3899536,3825,3644,5.44e-58,243.0
SDMP01000015.1,XM_057590432.1,93.617,141,9,0,3907618,3907758,901,761,1.53e-48,211.0
SDMP01000015.1,XM_057590432.1,87.097,186,24,0,3898904,3899089,4007,3822,1.53e-48,211.0
SDMP01000015.1,XM_057590432.1,91.096,146,13,0,3903623,3903768,1985,1840,1.19e-44,198.0
SDMP01000015.1,XM_057590432.1,91.852,135,11,0,3904452,3904586,1766,1632,7.19e-42,189.0
SDMP01000015.1,XM_057590432.1,88.966,145,15,1,3909195,3909338,601,457,1.5599999999999999e-38,178.0
SDMP01000015.1,XM_057590432.1,86.076,158,22,0,13828918,13829075,3850,4007,2.6e-36,171.0
SDMP01000015.1,XM_057590432.1,81.579,190,19,4,13828414,13828603,3644,3817,5.67e-28,143.0
SDMP01000015.1,XM_057590432.1,93.902,82,5,0,3904012,3904093,1844,1763,2.0600000000000001e-22,124.0
SDMP01000015.1,XM_057590432.1,94.545,55,3,0,3905304,3905358,1380,1326,9.7e-11,86.1
SDMP01000015.1,XM_057591410.1,86.889,778,101,1,8068135,8068911,1607,2384,0.0,870.0
SDMP01000015.1,XM_057591410.1,83.363,565,84,3,8069435,8069998,2374,2929,1.04e-139,514.0
SDMP01000015.1,XM_057591410.1,96.97,99,3,0,8064611,8064709,781,879,3.37e-35,167.0
SDMP01000015.1,XM_057591410.1,87.879,132,16,0,8062735,8062866,254,385,7.290000000000001e-32,156.0
SDMP01000015.1,XM_057591410.1,89.32,103,10,1,32356306,32356408,778,879,1.5899999999999998e-23,128.0
SDMP01000015.1,XM_057591410.1,89.011,91,10,0,83747417,83747507,1016,926,4.45e-19,113.0
SDMP01000015.1,XM_057591410.1,87.912,91,11,0,8065315,8065405,926,1016,2.07e-17,108.0
SDMP01000015.1,XM_057591410.1,87.912,91,11,0,32356791,32356881,926,1016,2.07e-17,108.0
SDMP01000015.1,XM_057591410.1,92.857,70,5,0,8066926,8066995,1540,1609,9.63e-16,102.0
SDMP01000015.1,XM_057591410.1,86.905,84,10,1,8063966,8064049,578,660,5.8e-13,93.5
SDMP01000015.1,XM_057591410.1,94.828,58,1,2,8064468,8064524,727,783,7.5e-12,89.8
SDMP01000015.1,XM_057591410.1,92.308,52,2,2,83753421,83753471,777,727,7.55e-07,73.1
SDMP01000015.1,XM_057593464.1,82.875,981,155,8,151711085,151712059,2169,1196,0.0,869.0
SDMP01000015.1,XM_057593464.1,83.828,303,44,4,151712945,151713246,1199,901,3.2000000000000004e-70,283.0
SDMP01000015.1,XM_057591421.1,84.828,870,122,7,8324304,8325163,2088,1219,0.0,867.0
SDMP01000015.1,XM_057591421.1,80.085,1180,196,22,8325832,8327009,1227,85,0.0,841.0
SDMP01000015.1,XM_057591420.1,84.828,870,122,7,8324304,8325163,2228,1359,0.0,867.0
SDMP01000015.1,XM_057591420.1,80.135,1183,196,22,8325832,8327012,1367,222,0.0,846.0
SDMP01000015.1,XM_057590062.1,86.409,802,95,10,501239,502033,91,885,0.0,865.0
SDMP01000015.1,XM_057563515.1,80.594,1144,200,20,146600811,146601939,279,1415,0.0,863.0
SDMP01000015.1,XM_057590431.1,78.838,1342,237,25,3881582,3882907,1781,471,0.0,861.0
SDMP01000015.1,XM_057584865.1,79.566,1243,219,19,130389008,130390220,947,2184,0.0,856.0
SDMP01000015.1,XM_057584865.1,79.59,1122,195,13,121887515,121888615,947,2055,0.0,773.0
SDMP01000015.1,XM_057590173.1,87.383,745,88,4,1862616,1863357,1009,1750,0.0,850.0
SDMP01000015.1,XM_057590173.1,82.245,597,94,7,1861893,1862480,418,1011,6.279999999999999e-137,505.0
SDMP01000015.1,XM_057590173.1,88.186,237,26,2,1865346,1865581,2633,2868,1.1499999999999999e-69,281.0
SDMP01000015.1,XM_057590173.1,91.071,112,10,0,1864603,1864714,2196,2307,9.43e-31,152.0
SDMP01000015.1,XM_057590173.1,94.792,96,4,1,1863464,1863559,1747,1841,1.2200000000000001e-29,148.0
SDMP01000015.1,XM_057590173.1,85.882,85,12,0,1864261,1864345,2057,2141,2.08e-12,91.6
SDMP01000015.1,XM_057591218.1,84.58,869,119,4,11703072,11703925,1717,849,0.0,848.0
SDMP01000015.1,XM_057591218.1,82.585,936,148,10,11700845,11701771,3303,2374,0.0,811.0
SDMP01000015.1,XM_057591218.1,82.826,460,77,2,11702251,11702709,2173,1715,1.41e-108,411.0
SDMP01000015.1,XM_057593392.1,83.173,933,148,5,149880127,149881050,1645,713,0.0,845.0
SDMP01000015.1,XM_057593392.1,82.888,935,154,2,149951526,149952454,1645,711,0.0,835.0
SDMP01000015.1,XM_057593392.1,85.195,385,57,0,149881155,149881539,708,324,3.9499999999999996e-104,396.0
SDMP01000015.1,XM_057593392.1,90.945,254,22,1,149952794,149953046,582,329,1.87e-87,340.0
SDMP01000015.1,XM_057593392.1,88.636,132,15,0,149951259,149951390,1773,1642,1.57e-33,161.0
SDMP01000015.1,XM_057561968.1,81.32,1076,170,12,153869716,153870762,247,1320,0.0,845.0
SDMP01000015.1,XM_057594257.1,79.017,1282,232,19,141512287,141513540,405,1677,0.0,843.0
SDMP01000015.1,XM_057593887.1,75.637,1806,378,39,146710365,146712160,2613,860,0.0,841.0
SDMP01000015.1,XM_057599464.1,82.389,971,162,4,19332640,19333607,1084,120,0.0,837.0
SDMP01000015.1,XM_057589339.1,95.93,516,21,0,124721973,124722488,802,287,0.0,837.0
SDMP01000015.1,XM_057589339.1,90.196,510,45,5,85594733,85595238,514,6,0.0,660.0
SDMP01000015.1,XM_057589339.1,94.531,128,7,0,154801994,154802121,1897,1770,1.19e-44,198.0
SDMP01000015.1,XM_057590505.1,80.159,1134,209,16,4618018,4619143,1025,2150,0.0,833.0
SDMP01000015.1,XM_057590505.1,90.741,270,25,0,4617170,4617439,487,756,1.44e-93,361.0
SDMP01000015.1,XM_057590505.1,85.0,180,27,0,4608727,4608906,312,491,3.34e-40,183.0
SDMP01000015.1,XM_057590503.1,80.159,1134,209,16,4618018,4619143,1194,2319,0.0,833.0
SDMP01000015.1,XM_057590503.1,90.741,270,25,0,4617170,4617439,656,925,1.44e-93,361.0
SDMP01000015.1,XM_057590503.1,85.0,180,27,0,4608727,4608906,481,660,3.34e-40,183.0
SDMP01000015.1,XM_057590504.1,80.159,1134,209,16,4618018,4619143,1328,2453,0.0,833.0
SDMP01000015.1,XM_057590504.1,90.741,270,25,0,4617170,4617439,790,1059,1.44e-93,361.0
SDMP01000015.1,XM_057590504.1,85.0,180,27,0,4608727,4608906,615,794,3.34e-40,183.0
SDMP01000015.1,XM_057590460.1,83.26,908,149,3,4067397,4068302,803,1709,0.0,832.0
SDMP01000015.1,XM_057586248.1,76.879,1557,303,34,2358574,2360108,2197,676,0.0,828.0
SDMP01000015.1,XM_057586248.1,81.119,715,124,8,2343494,2344198,8463,7750,3.68e-154,562.0
SDMP01000015.1,XM_057586248.1,80.753,717,122,14,2093272,2093975,7750,8463,3.7e-149,545.0
SDMP01000015.1,XM_057586248.1,80.474,717,124,14,2115639,2116342,7750,8463,8.01e-146,534.0
SDMP01000015.1,XM_057586248.1,79.635,712,118,19,2279747,2280433,8459,7750,2.28e-131,486.0
SDMP01000015.1,XM_057586248.1,79.693,522,99,7,2354412,2354930,4279,3762,2.3900000000000002e-96,370.0
SDMP01000015.1,XM_057586248.1,88.356,146,17,0,2345486,2345631,7359,7214,5.6e-38,176.0
SDMP01000015.1,XM_057586248.1,76.412,301,62,6,2360326,2360621,643,347,2.62e-31,154.0
SDMP01000015.1,XM_057586248.1,86.525,141,18,1,2155110,2155249,7219,7359,2.62e-31,154.0
SDMP01000015.1,XM_057586248.1,87.85,107,13,0,2345170,2345276,7464,7358,5.72e-23,126.0
SDMP01000015.1,XM_057586248.1,91.667,72,6,0,2354253,2354324,4344,4273,3.46e-15,100.0
SDMP01000015.1,XM_057586244.1,76.879,1557,303,34,2358574,2360108,4476,2955,0.0,828.0
SDMP01000015.1,XM_057586244.1,81.119,715,124,8,2343494,2344198,10742,10029,3.68e-154,562.0
SDMP01000015.1,XM_057586244.1,80.753,717,122,14,2093272,2093975,10029,10742,3.7e-149,545.0
SDMP01000015.1,XM_057586244.1,80.474,717,124,14,2115639,2116342,10029,10742,8.01e-146,534.0
SDMP01000015.1,XM_057586244.1,79.635,712,118,19,2279747,2280433,10738,10029,2.28e-131,486.0
SDMP01000015.1,XM_057586244.1,79.693,522,99,7,2354412,2354930,6558,6041,2.3900000000000002e-96,370.0
SDMP01000015.1,XM_057586244.1,89.333,150,16,0,2365975,2366124,1327,1178,7.19e-42,189.0
SDMP01000015.1,XM_057586244.1,88.356,146,17,0,2345486,2345631,9638,9493,5.6e-38,176.0
SDMP01000015.1,XM_057586244.1,76.412,301,62,6,2360326,2360621,2922,2626,2.62e-31,154.0
SDMP01000015.1,XM_057586244.1,86.525,141,18,1,2155110,2155249,9498,9638,2.62e-31,154.0
SDMP01000015.1,XM_057586244.1,92.473,93,7,0,2371355,2371447,366,274,3.42e-25,134.0
SDMP01000015.1,XM_057586244.1,87.85,107,13,0,2345170,2345276,9743,9637,5.72e-23,126.0
SDMP01000015.1,XM_057586244.1,93.827,81,5,0,2370644,2370724,446,366,7.39e-22,122.0
SDMP01000015.1,XM_057586244.1,94.667,75,4,0,134923616,134923690,446,372,3.44e-20,117.0
SDMP01000015.1,XM_057586244.1,91.667,72,6,0,2354253,2354324,6623,6552,3.46e-15,100.0
SDMP01000015.1,XM_057593390.1,82.796,930,152,6,149880127,149881052,1585,660,0.0,824.0
SDMP01000015.1,XM_057593390.1,86.856,388,51,0,149881153,149881540,659,272,8.36e-116,435.0
SDMP01000015.1,XM_057593390.1,85.882,255,36,0,149952786,149953040,539,285,6.94e-67,272.0
SDMP01000015.1,XM_057593390.1,90.769,130,11,1,149952580,149952709,657,529,7.24e-37,172.0
SDMP01000015.1,XM_057593390.1,86.184,152,21,0,149953121,149953272,286,135,1.21e-34,165.0
SDMP01000015.1,XM_057593390.1,88.636,132,15,0,149951259,149951390,1713,1582,1.57e-33,161.0
SDMP01000015.1,XM_057593390.1,84.868,152,23,0,149881595,149881746,286,135,2.62e-31,154.0
SDMP01000015.1,XM_057564393.1,85.43,803,103,7,501238,502033,69,864,0.0,822.0
SDMP01000015.1,XM_057590463.1,83.927,871,126,9,4086446,4087306,307,1173,0.0,821.0
SDMP01000015.1,XM_057590463.1,80.649,770,137,6,4087909,4088669,1689,2455,2.18e-161,586.0
SDMP01000015.1,XM_057590463.1,86.996,223,29,0,4087345,4087567,1173,1395,9.04e-61,252.0
SDMP01000015.1,XM_057594304.1,90.939,607,55,0,140515674,140516280,2048,2654,0.0,817.0
SDMP01000015.1,XM_057594304.1,88.308,402,38,3,140513636,140514037,818,1210,1.77e-127,473.0
SDMP01000015.1,XM_057594304.1,87.927,381,46,0,140516442,140516822,2652,3032,2.99e-120,449.0
SDMP01000015.1,XM_057594304.1,90.661,257,24,0,140514132,140514388,1205,1461,5.21e-88,342.0
SDMP01000015.1,XM_057594304.1,93.396,212,14,0,140514857,140515068,1685,1896,1.1400000000000001e-79,315.0
SDMP01000015.1,XM_057594304.1,90.85,153,14,0,140513195,140513347,669,821,7.14e-47,206.0
SDMP01000015.1,XM_057594102.1,82.285,954,155,13,143737201,143738147,1132,186,0.0,813.0
SDMP01000015.1,XM_057590643.1,82.845,921,144,10,5869625,5870535,632,1548,0.0,813.0
SDMP01000015.1,XM_057594100.1,82.285,954,155,13,143737201,143738147,1228,282,0.0,813.0
SDMP01000015.1,XM_057592391.1,79.806,1134,213,15,128778151,128779276,3376,2251,0.0,811.0
SDMP01000015.1,XM_057592391.1,72.393,489,107,19,128785188,128785662,813,339,4.42e-24,130.0
SDMP01000015.1,XM_057592390.1,79.806,1134,213,15,128778151,128779276,3473,2348,0.0,811.0
SDMP01000015.1,XM_057592390.1,72.393,489,107,19,128785188,128785662,808,334,4.42e-24,130.0
SDMP01000015.1,XM_057575480.1,94.961,516,26,0,124721973,124722488,847,332,0.0,809.0
SDMP01000015.1,XM_057575480.1,89.107,560,55,6,85594733,85595287,559,1,0.0,691.0
SDMP01000015.1,XM_057564579.1,75.581,1720,375,34,146710453,146712160,2672,986,0.0,808.0
SDMP01000015.1,XM_057592444.1,80.349,1089,188,21,133540775,133541853,646,1718,0.0,802.0
SDMP01000015.1,XM_057592444.1,76.965,1094,208,29,133375211,133376294,649,1708,7.85e-161,584.0
SDMP01000015.1,XM_057567174.1,84.913,802,107,9,154846635,154847435,1005,217,0.0,798.0
SDMP01000015.1,XM_057590064.1,84.894,801,107,8,501238,502031,92,885,0.0,797.0
SDMP01000015.1,XM_057567475.1,81.885,955,163,9,1928163,1929113,1792,844,0.0,797.0
SDMP01000015.1,XM_057567475.1,83.63,562,85,6,1929574,1930133,805,249,6.24e-142,521.0
SDMP01000015.1,XM_057567474.1,81.885,955,163,9,1928163,1929113,1975,1027,0.0,797.0
SDMP01000015.1,XM_057567474.1,83.63,562,85,6,1929574,1930133,988,432,6.24e-142,521.0
SDMP01000015.1,XM_057587155.1,81.1,1000,184,3,45975258,45976253,1208,2206,0.0,795.0
SDMP01000015.1,XM_057587155.1,88.281,128,15,0,45981400,45981527,3379,3506,2.62e-31,154.0
SDMP01000015.1,XM_057587155.1,88.298,94,11,0,45978070,45978163,2968,3061,4.45e-19,113.0
SDMP01000015.1,XM_057587032.1,78.151,1341,230,35,32032484,32033801,940,2240,0.0,795.0
SDMP01000015.1,XM_057593566.1,76.736,1440,323,9,153509457,153510890,189,1622,0.0,793.0
SDMP01000015.1,XM_057594230.1,87.106,698,90,0,141846307,141847004,991,294,0.0,791.0
SDMP01000015.1,XM_057594229.1,87.106,698,90,0,141846307,141847004,961,264,0.0,791.0
SDMP01000015.1,XM_057590608.1,79.801,1104,209,9,5751477,5752573,627,1723,0.0,791.0
SDMP01000015.1,XM_057590608.1,82.022,801,138,4,5753195,5753995,1999,2793,0.0,676.0
SDMP01000015.1,XM_057590608.1,73.061,954,232,24,5837529,5838471,786,1725,1.1400000000000001e-79,315.0
SDMP01000015.1,XM_057574231.1,83.068,880,140,6,75558721,75559596,3116,2242,0.0,791.0
SDMP01000015.1,XM_057593663.1,88.102,664,79,0,154643554,154644217,652,1315,0.0,789.0
SDMP01000015.1,XM_057593663.1,82.32,181,32,0,154642386,154642566,201,381,2.0300000000000002e-32,158.0
SDMP01000015.1,XM_057593664.1,88.28,657,77,0,154643561,154644217,631,1287,0.0,787.0
SDMP01000015.1,XM_057593664.1,82.32,181,32,0,154642386,154642566,215,395,2.0300000000000002e-32,158.0
SDMP01000015.1,XM_057559955.1,83.898,826,126,7,154393360,154394181,2230,3052,0.0,782.0
SDMP01000015.1,XM_057559955.1,85.656,244,35,0,154393028,154393271,1989,2232,1.94e-62,257.0
SDMP01000015.1,XM_057559955.1,79.07,129,25,2,154390469,154390596,684,811,2.7e-11,87.9
SDMP01000015.1,XM_057593632.1,79.813,1070,213,2,154452879,154453945,1636,2705,0.0,776.0
SDMP01000015.1,XM_057593632.1,79.665,954,177,14,154454629,154455572,2915,3861,0.0,671.0
SDMP01000015.1,XM_057593632.1,86.994,469,61,0,154452302,154452770,1171,1639,3.73e-144,529.0
SDMP01000015.1,XM_057580505.1,83.179,862,132,7,7457563,7458419,1382,529,0.0,776.0
SDMP01000015.1,XM_057580505.1,82.877,876,132,8,7467960,7468830,1382,520,0.0,771.0
SDMP01000015.1,XM_057580505.1,81.007,874,137,24,7482115,7482970,1382,520,0.0,667.0
SDMP01000015.1,XM_057567020.1,85.714,742,98,4,1862621,1863355,997,1737,0.0,776.0
SDMP01000015.1,XM_057567020.1,91.071,112,10,0,1864603,1864714,2185,2296,9.43e-31,152.0
SDMP01000015.1,XM_057567020.1,87.059,85,11,0,1864261,1864345,2046,2130,4.48e-14,97.1
SDMP01000015.1,XM_057567020.1,83.75,80,13,0,1865576,1865655,2903,2982,5.84e-08,76.8
SDMP01000015.1,XM_057580502.1,83.715,829,126,7,7468004,7468823,1328,500,0.0,774.0
SDMP01000015.1,XM_057580502.1,82.792,831,126,8,7457607,7458421,1328,499,0.0,726.0
SDMP01000015.1,XM_057580502.1,81.37,832,125,25,7482159,7482963,1328,500,0.0,651.0
SDMP01000015.1,XM_057568206.1,89.786,607,59,1,140515674,140516280,1649,2252,0.0,774.0
SDMP01000015.1,XM_057568206.1,88.191,398,38,4,140513636,140514033,419,807,2.96e-125,466.0
SDMP01000015.1,XM_057568206.1,78.102,685,124,15,140516442,140517110,2250,2924,1.41e-108,411.0
SDMP01000015.1,XM_057568206.1,89.105,257,28,0,140514138,140514394,812,1068,2.4399999999999997e-81,320.0
SDMP01000015.1,XM_057568206.1,91.981,212,17,0,140514858,140515069,1287,1498,1.14e-74,298.0
SDMP01000015.1,XM_057568206.1,86.603,209,27,1,140512847,140513054,63,271,4.23e-54,230.0
SDMP01000015.1,XM_057568206.1,86.275,153,21,0,140513195,140513347,270,422,3.37e-35,167.0
SDMP01000015.1,XM_057568205.1,89.786,607,59,1,140515674,140516280,2123,2726,0.0,774.0
SDMP01000015.1,XM_057568205.1,88.191,398,38,4,140513636,140514033,893,1281,2.96e-125,466.0
SDMP01000015.1,XM_057568205.1,78.102,685,124,15,140516442,140517110,2724,3398,1.41e-108,411.0
SDMP01000015.1,XM_057568205.1,89.105,257,28,0,140514138,140514394,1286,1542,2.4399999999999997e-81,320.0
SDMP01000015.1,XM_057568205.1,91.981,212,17,0,140514858,140515069,1761,1972,1.14e-74,298.0
SDMP01000015.1,XM_057568205.1,86.911,191,25,0,140512864,140513054,555,745,1.19e-49,215.0
SDMP01000015.1,XM_057568205.1,86.275,153,21,0,140513195,140513347,744,896,3.37e-35,167.0
SDMP01000015.1,XM_057568204.1,89.786,607,59,1,140515674,140516280,2132,2735,0.0,774.0
SDMP01000015.1,XM_057568204.1,88.191,398,38,4,140513636,140514033,902,1290,2.96e-125,466.0
SDMP01000015.1,XM_057568204.1,78.102,685,124,15,140516442,140517110,2733,3407,1.41e-108,411.0
SDMP01000015.1,XM_057568204.1,89.105,257,28,0,140514138,140514394,1295,1551,2.4399999999999997e-81,320.0
SDMP01000015.1,XM_057568204.1,91.981,212,17,0,140514858,140515069,1770,1981,1.14e-74,298.0
SDMP01000015.1,XM_057568204.1,86.911,191,25,0,140512864,140513054,564,754,1.19e-49,215.0
SDMP01000015.1,XM_057568204.1,86.275,153,21,0,140513195,140513347,753,905,3.37e-35,167.0
SDMP01000015.1,XM_057590159.1,84.645,775,115,4,1338850,1339622,1019,1791,0.0,769.0
SDMP01000015.1,XM_057590159.1,84.645,775,115,4,1373652,1374424,1019,1791,0.0,769.0
SDMP01000015.1,XM_057590159.1,78.488,344,68,4,1374966,1375309,1820,2157,2.55e-51,220.0
SDMP01000015.1,XM_057590159.1,87.356,87,10,1,1340169,1340254,1820,1906,1.25e-14,99.0
SDMP01000015.1,XM_057590158.1,84.645,775,115,4,1338850,1339622,922,1694,0.0,769.0
SDMP01000015.1,XM_057590158.1,84.645,775,115,4,1373652,1374424,922,1694,0.0,769.0
SDMP01000015.1,XM_057590158.1,78.488,344,68,4,1374966,1375309,1723,2060,2.55e-51,220.0
SDMP01000015.1,XM_057590158.1,87.356,87,10,1,1340169,1340254,1723,1809,1.25e-14,99.0
SDMP01000015.1,XM_057590157.1,84.645,775,115,4,1338850,1339622,799,1571,0.0,769.0
